transaction_id,user_id,device_id,timestamp,transaction_type,amount_rwf,balance_before_rwf,balance_after_rwf,recipient_id,location,is_fraud,anomaly_reason,hour_of_day,day_of_week,is_night,amount_log
T505036,U101292,D201292,2025-05-25 06:41:53,cash_in,237,24494,24731,,Rubavu,0,,6,6,0,5.472270673671474
T506403,U100108,D200108,2025-07-30 13:50:33,cash_in,855,15291,16146,,Kicukiro,0,,13,2,0,6.752270376141742
T506950,U100779,D200779,2025-10-01 01:02:03,bill_payment,194,24076,23882,,Gasabo,0,,1,2,1,5.272999558563747
T509643,U101048,D201048,2025-07-16 01:53:57,cash_out,312,38685,38373,,Nyamasheke,0,,1,2,1,5.746203190540153
T505999,U101234,D201234,2025-09-06 08:37:34,cash_out,100,4850,4750,,Gasabo,0,,8,5,0,4.61512051684126
T505363,U101800,D201800,2025-04-21 20:06:37,cash_out,1080,74075,73759,,Kigali,1,rapid_multiple_transfers,20,0,0,6.985641817639208
T508890,U101656,D201656,2025-09-16 19:55:39,cash_in,100,25999,26099,,Nyarugenge,0,,19,1,0,4.61512051684126
T503170,U101102,D201102,2025-05-06 18:10:50,transfer,428,80583,80155,U101103,Gicumbi,0,,18,1,0,6.061456918928017
T505204,U100169,D200169,2025-10-06 08:21:40,cash_in,100,8395,8495,,Ruhango,0,,8,0,0,4.61512051684126
T507804,U100063,D200063,2025-07-29 12:23:45,airtime_purchase,112,10094,9982,,Gicumbi,0,,12,1,0,4.727387818712341
T509303,U100344,D200344,2025-04-28 23:11:46,cash_out,100,12259,12159,,Gicumbi,0,,23,0,0,4.61512051684126
T502755,U100413,D200413,2025-07-26 11:57:46,airtime_purchase,100,22114,22014,,Gicumbi,0,,11,5,0,4.61512051684126
T508948,U100807,D200807,2025-05-24 01:22:48,cash_in,100,10257,10357,,Kayonza,0,,1,5,1,4.61512051684126
T500967,U101634,D201634,2025-06-07 20:32:21,transfer,100,9260,9160,U100548,Kayonza,0,,20,5,0,4.61512051684126
T500900,U101130,D201130,2025-06-22 10:50:06,cash_in,596,17138,17238,,Musanze,1,rapid_multiple_transfers,10,6,0,6.391917113392602
T503498,U101981,D201981,2025-08-02 12:53:53,cash_in,100,6397,6497,,Gicumbi,0,,12,5,0,4.61512051684126
T506997,U100400,D200400,2025-07-28 17:08:37,cash_in,100,6190,6290,,Kigali,0,,17,0,0,4.61512051684126
T504523,U100303,D200303,2025-08-10 20:24:33,transfer,100,16181,16081,U101582,Huye,0,,20,6,0,4.61512051684126
T507879,U100812,D200812,2025-07-05 07:40:52,transfer,100,45959,45859,U100456,Nyarugenge,0,,7,5,0,4.61512051684126
T504602,U100870,D200870,2025-05-13 11:45:23,cash_out,109,21424,21315,,Kicukiro,0,,11,1,0,4.700480365792416
T504904,U101618,D201618,2025-08-22 06:38:47,transfer,100,9976,9876,U100460,Rubavu,0,,6,4,0,4.61512051684126
T508761,U100974,D200974,2025-07-11 02:00:44,cash_in,345,7894,8239,,Kayonza,0,,2,4,1,5.846438775057724
T505703,U101044,D201044,2025-09-16 15:39:34,cash_out,100,6305,6205,,Musanze,0,,15,1,0,4.61512051684126
T505952,U100416,D200416,2025-08-04 04:33:27,transfer,443,41387,40944,U100328,Nyagatare,0,,4,0,1,6.095824562432225
T506889,U101472,D201472,2025-05-12 20:20:56,cash_in,623,6451,7074,,Nyarugenge,0,,20,0,0,6.436150368369427
T505245,U100494,D200494,2025-10-06 19:31:02,cash_in,100,33500,33600,,Gicumbi,0,,19,0,0,4.61512051684126
T500204,U100849,D200849,2025-07-09 03:33:02,cash_out,100,8584,8484,,Rubavu,0,,3,2,1,4.61512051684126
T504524,U100405,D200405,2025-10-12 17:42:34,bill_payment,225,31007,30782,,Kicukiro,0,,17,6,0,5.420534999272285
T500673,U100132,D200132,2025-08-05 19:10:20,transfer,100,6989,6889,U100614,Ruhango,0,,19,1,0,4.61512051684126
T500093,U100340,D200340,2025-07-08 22:01:36,cash_in,100,8334,8434,,Huye,0,,22,1,0,4.61512051684126
T504753,U100199,D200199,2025-10-04 14:03:30,cash_out,100,8714,8614,,Ruhango,0,,14,5,0,4.61512051684126
T509912,U100812,D200812,2025-05-26 17:14:20,transfer,179,83736,83557,U101716,Rubavu,0,,17,0,0,5.19295685089021
T508401,U101720,D201720,2025-08-05 23:05:33,transfer,100,20247,20147,U101272,Gicumbi,0,,23,1,0,4.61512051684126
T505073,U100152,D200152,2025-06-07 05:06:15,transfer,100,7405,7305,U100982,Kicukiro,0,,5,5,0,4.61512051684126
T503642,U101177,D201177,2025-05-31 00:38:48,cash_in,200000,205000,5000,,Gicumbi,1,large_amount_odd_hour,0,5,1,12.206077645517674
T509434,U101410,D201410,2025-04-21 00:37:11,airtime_purchase,517,48228,47711,,Gasabo,0,,0,0,1,6.249975242259483
T500046,U101537,D201537,2025-06-11 19:29:43,cash_out,130,4470,4340,,Gicumbi,0,,19,2,0,4.875197323201151
T507751,U100365,D200365,2025-09-10 13:51:52,cash_in,100,7883,7983,,Rubavu,0,,13,2,0,4.61512051684126
T509666,U101739,D201739,2025-07-14 18:58:40,airtime_purchase,472,64913,64441,,Gicumbi,0,,18,0,0,6.159095388491933
T500872,U101676,D201676,2025-06-22 06:24:27,airtime_purchase,230,14542,14312,,Nyarugenge,0,,6,6,0,5.442417710521793
T503350,U100931,D200931,2025-05-02 03:45:04,cash_out,551,66118,65567,,Rubavu,0,,3,4,1,6.313548046277095
T508171,U100561,D200561,2025-08-28 04:21:37,airtime_purchase,1202,96244,95042,,Rubavu,0,,4,3,1,7.0925737159746784
T501225,U100643,D200643,2025-07-08 22:29:08,cash_out,100,2641,2541,,Gasabo,0,,22,1,0,4.61512051684126
T500411,U101700,D201700,2025-05-22 22:49:57,cash_in,393,22201,22594,,Musanze,0,,22,3,0,5.976350909297934
T501332,U101728,D201728,2025-05-13 10:18:38,cash_out,160,11727,11567,,Musanze,0,,10,1,0,5.081404364984463
T507345,U101069,D201069,2025-08-11 02:28:11,cash_out,131,19006,18875,,Ruhango,0,,2,0,1,4.882801922586371
T500782,U101343,D201343,2025-06-09 19:06:55,cash_out,100,68529,68429,,Kayonza,0,,19,0,0,4.61512051684126
T503009,U101996,D201996,2025-05-11 13:29:30,cash_out,580,16885,16305,,Nyagatare,0,,13,6,0,6.364750756851911
T505514,U101884,D201884,2025-10-05 10:22:22,airtime_purchase,100,11985,11885,,Kigali,0,,10,6,0,4.61512051684126
T507216,U100708,D200708,2025-09-03 05:37:08,cash_in,100,9263,9363,,Nyagatare,0,,5,2,0,4.61512051684126
T507307,U101546,D201546,2025-04-30 04:44:07,cash_in,100,9595,9695,,Huye,0,,4,2,1,4.61512051684126
T503461,U100556,D200556,2025-10-05 11:11:39,cash_out,100,10634,10534,,Huye,0,,11,6,0,4.61512051684126
T504356,U100409,D200409,2025-05-29 00:06:42,cash_in,380,34487,34867,,Musanze,0,,0,3,1,5.9427993751267
T505302,U101668,D201668,2025-10-08 04:37:13,airtime_purchase,100,32697,32597,,Musanze,0,,4,2,1,4.61512051684126
T501648,U100617,D200617,2025-08-16 18:48:06,cash_out,115,9349,9234,,Gasabo,0,,18,5,0,4.7535901911063645
T506290,U100509,D200509,2025-05-16 17:15:18,cash_in,100,3393,3493,,Kayonza,0,,17,4,0,4.61512051684126
T502082,U101281,D201281,2025-06-10 00:52:22,cash_out,100,10490,10390,,Nyamasheke,0,,0,1,1,4.61512051684126
T506457,U100254,D200254,2025-10-10 20:39:21,transfer,100,4390,4290,E702606,Ruhango,0,,20,4,0,4.61512051684126
T506325,U101765,D201765,2025-08-26 19:52:17,cash_in,100,6937,7037,,Ruhango,0,,19,1,0,4.61512051684126
T502659,U100058,D200058,2025-09-12 13:26:09,cash_in,439,4975,5414,,Gasabo,0,,13,4,0,6.0867747269123065
T504989,U100316,D200316,2025-09-12 10:02:51,cash_in,109,32531,32640,,Kayonza,0,,10,4,0,4.700480365792416
T502262,U100528,D200528,2025-10-15 06:14:36,cash_out,155,15273,15118,,Rubavu,0,,6,2,0,5.049856007249537
T508969,U100576,D200576,2025-06-02 09:45:53,transfer,100,12684,12584,U101923,Kayonza,0,,9,0,0,4.61512051684126
T507084,U101228,D201228,2025-08-29 04:20:52,transfer,177,23106,22929,U101033,Nyamasheke,0,,4,4,1,5.181783550292085
T501744,U101401,D201401,2025-07-11 12:23:11,transfer,100,23042,22942,U100363,Kicukiro,0,,12,4,0,4.61512051684126
T503336,U101289,D201289,2025-09-23 04:17:21,transfer,100,4552,4452,E904936,Nyagatare,0,,4,1,1,4.61512051684126
T509706,U101486,D201486,2025-10-04 06:17:48,bill_payment,100,5479,5379,,Nyamasheke,0,,6,5,0,4.61512051684126
T504006,U101301,D201301,2025-05-25 04:42:42,transfer,447,40742,40295,U100560,Gasabo,0,,4,6,1,6.104793232414985
T507375,U101921,D201921,2025-09-10 14:10:00,cash_in,251,21679,21930,,Kigali,0,,14,2,0,5.529429087511423
T500995,U101296,D201296,2025-07-25 08:15:35,cash_out,100,0,0,,Nyagatare,0,,8,4,0,4.61512051684126
T505189,U101171,D201171,2025-07-23 08:34:49,transfer,100,22769,22669,E798434,Huye,0,,8,2,0,4.61512051684126
T506829,U101413,D201413,2025-06-03 02:59:36,transfer,100,68873,68773,U101305,Nyamasheke,0,,2,1,1,4.61512051684126
T502331,U101400,D201400,2025-08-22 01:11:54,cash_out,100,6469,6369,,Ruhango,0,,1,4,1,4.61512051684126
T503720,U101742,D201742,2025-09-16 19:44:51,transfer,100,4223,4123,U100989,Gasabo,0,,19,1,0,4.61512051684126
T501522,U100886,D200886,2025-08-27 11:48:26,airtime_purchase,115,17685,17570,,Kayonza,0,,11,2,0,4.7535901911063645
T506389,U100675,D200675,2025-10-10 02:52:06,cash_in,100,8723,8823,,Huye,0,,2,4,1,4.61512051684126
T502104,U100311,D200311,2025-09-19 06:54:21,airtime_purchase,271,10820,10549,,Nyarugenge,0,,6,4,0,5.605802066295997
T502114,U100395,D200395,2025-06-03 22:30:32,airtime_purchase,100,14966,14866,,Kigali,0,,22,1,0,4.61512051684126
T509539,U100731,D200731,2025-05-04 20:14:26,airtime_purchase,100,10186,10086,,Nyamasheke,0,,20,6,0,4.61512051684126
T500089,U100947,D200947,2025-06-08 12:10:56,airtime_purchase,100,11722,11622,,Gasabo,0,,12,6,0,4.61512051684126
T507760,U100645,D200645,2025-06-04 11:45:14,cash_out,100,11378,11278,,Ruhango,0,,11,2,0,4.61512051684126
T505761,U101972,D201972,2025-10-07 07:46:30,cash_out,100,19698,19598,,Nyarugenge,0,,7,1,0,4.61512051684126
T503997,U100995,D200995,2025-06-01 06:57:06,cash_out,100,12061,11961,,Kayonza,0,,6,6,0,4.61512051684126
T502849,U100468,D200468,2025-10-14 02:12:10,transfer,100,12942,12842,E803948,Gasabo,0,,2,1,1,4.61512051684126
T506287,U100518,D200518,2025-09-02 05:41:28,cash_out,405,20846,20441,,Kicukiro,0,,5,1,0,6.0063531596017325
T505449,U100897,D200897,2025-09-11 08:56:35,airtime_purchase,349,18784,18435,,Kicukiro,0,,8,3,0,5.857933154483459
T504056,U101848,D201848,2025-09-22 09:36:45,cash_out,181,25422,25241,,Nyamasheke,0,,9,0,0,5.204006687076795
T500129,U100007,D200007,2025-06-24 18:29:10,cash_out,100,8730,8630,,Kicukiro,0,,18,1,0,4.61512051684126
T507634,U101939,D201939,2025-07-19 12:06:13,transfer,100,21531,21431,E730200,Kicukiro,0,,12,5,0,4.61512051684126
T508174,U100337,D200337,2025-06-18 10:13:07,cash_in,100,4390,4490,,Kigali,0,,10,2,0,4.61512051684126
T509626,U101110,D201110,2025-08-20 21:14:06,cash_out,100,10549,10449,,Gicumbi,0,,21,2,0,4.61512051684126
T503931,U100803,D200803,2025-05-26 16:04:30,cash_out,100,10927,10827,,Kayonza,0,,16,0,0,4.61512051684126
T503491,U100301,D200301,2025-06-09 09:04:05,cash_out,293,9511,9218,,Nyarugenge,0,,9,0,0,5.683579767338681
T503739,U100286,D200286,2025-06-28 16:32:15,cash_in,100,9374,9474,,Kayonza,0,,16,5,0,4.61512051684126
T500044,U101988,D201988,2025-08-06 10:13:10,transfer,100,9605,9505,U100234,Kigali,0,,10,2,0,4.61512051684126
T503191,U100392,D200392,2025-10-02 14:24:55,cash_out,100,4304,4204,,Gicumbi,0,,14,3,0,4.61512051684126
T507787,U100413,D200413,2025-08-09 23:43:34,transfer,1459,44378,42919,U100880,Nyarugenge,0,,23,5,0,7.286191714702382
T501945,U101409,D201409,2025-08-14 18:33:02,cash_in,100,5617,5717,,Kicukiro,0,,18,3,0,4.61512051684126
T507919,U100510,D200510,2025-10-12 11:59:21,cash_in,174,5479,5653,,Kayonza,0,,11,6,0,5.164785973923514
T503991,U100954,D200954,2025-07-20 23:18:56,cash_in,100,11598,11698,,Gicumbi,0,,23,6,0,4.61512051684126
T501548,U101121,D201121,2025-07-31 08:37:36,transfer,110,30954,30844,U100093,Rubavu,0,,8,3,0,4.709530201312334
T504246,U100714,D200714,2025-10-10 10:21:22,transfer,143,20155,20012,U100854,Rubavu,0,,10,4,0,4.969813299576001
T503972,U101021,D201021,2025-05-09 06:36:10,airtime_purchase,100,12624,12524,,Huye,0,,6,4,0,4.61512051684126
T501980,U100452,D200452,2025-08-16 15:56:54,cash_in,100,4344,4444,,Kayonza,0,,15,5,0,4.61512051684126
T509130,U101313,D201313,2025-08-24 14:31:12,cash_out,324,31824,31500,,Huye,0,,14,6,0,5.783825182329737
T506468,U101365,D201365,2025-09-09 20:37:04,transfer,181,13585,13404,U100324,Musanze,0,,20,1,0,5.204006687076795
T504801,U101845,D201845,2025-04-22 12:48:31,cash_out,100,11485,11385,,Kicukiro,0,,12,1,0,4.61512051684126
T505990,U100305,D200305,2025-06-16 22:11:28,cash_in,100,13796,13896,,Kicukiro,0,,22,0,0,4.61512051684126
T505345,U101458,D201458,2025-09-14 12:04:04,cash_in,223,61082,61305,,Rubavu,0,,12,6,0,5.41164605185504
T500171,U100831,D200831,2025-08-05 09:34:20,cash_out,100,11270,11170,,Kigali,0,,9,1,0,4.61512051684126
T509389,U100647,D200647,2025-07-12 04:28:22,cash_in,100,17303,17403,,Kigali,0,,4,5,1,4.61512051684126
T504738,U100980,D200980,2025-07-07 08:11:04,cash_out,483,5426,4943,,Kigali,0,,8,0,0,6.182084906716631
T502133,U101811,D201811,2025-06-19 03:19:30,cash_out,100,11161,11061,,Musanze,0,,3,3,1,4.61512051684126
T506785,U100355,D200355,2025-07-01 02:11:48,cash_out,100,4628,4528,,Nyagatare,0,,2,1,1,4.61512051684126
T503412,U100660,D200660,2025-08-08 03:21:43,transfer,100,6655,6555,U100424,Gicumbi,0,,3,4,1,4.61512051684126
T502615,U100086,D200086,2025-09-27 18:31:20,cash_in,100,34832,34932,,Musanze,0,,18,5,0,4.61512051684126
T508040,U101582,D201582,2025-10-05 08:36:58,cash_in,100,9422,9522,,Kayonza,0,,8,6,0,4.61512051684126
T500703,U100853,D200853,2025-08-19 00:35:38,airtime_purchase,100,67762,67662,,Gicumbi,0,,0,1,1,4.61512051684126
T502013,U101139,D201139,2025-08-09 19:30:23,transfer,653,3804,3151,U100077,Nyagatare,0,,19,5,0,6.483107351457199
T509111,U101742,D201742,2025-06-09 01:11:26,cash_in,134,7948,8082,,Nyagatare,0,,1,0,1,4.90527477843843
T503307,U101050,D201050,2025-08-05 03:34:56,cash_out,110,10501,10391,,Gicumbi,0,,3,1,1,4.709530201312334
T509521,U100007,D200007,2025-10-04 06:43:19,airtime_purchase,100,18129,18029,,Nyagatare,0,,6,5,0,4.61512051684126
T500519,U100894,D200894,2025-10-01 23:34:56,cash_out,155,34932,34777,,Gasabo,0,,23,2,0,5.049856007249537
T509252,U100396,D200396,2025-05-31 18:31:05,transfer,100,2935,2835,U100610,Huye,0,,18,5,0,4.61512051684126
T501204,U101109,D201109,2025-06-27 06:27:05,bill_payment,130,60848,60718,,Gicumbi,0,,6,4,0,4.875197323201151
T509087,U100829,D200829,2025-08-13 01:04:24,transfer,100,9743,9643,U100422,Musanze,0,,1,2,1,4.61512051684126
T502218,U101602,D201602,2025-09-13 22:25:52,airtime_purchase,100,5713,5613,,Musanze,0,,22,5,0,4.61512051684126
T508601,U100845,D200845,2025-05-12 03:17:31,cash_out,190,30990,30800,,Ruhango,0,,3,0,1,5.25227342804663
T502859,U101753,D201753,2025-05-31 02:51:12,transfer,100,4009,3909,U101687,Nyagatare,0,,2,5,1,4.61512051684126
T504844,U100583,D200583,2025-06-20 09:47:38,cash_out,781,86230,85449,,Nyamasheke,0,,9,4,0,6.661854740545311
T509213,U100271,D200271,2025-04-27 10:35:34,bill_payment,100,0,0,,Nyagatare,0,,10,6,0,4.61512051684126
T501849,U101638,D201638,2025-09-11 09:51:18,transfer,747,48707,47960,U100019,Kicukiro,0,,9,3,0,6.617402977974477
T507592,U100774,D200774,2025-10-06 00:04:24,transfer,244,20035,19791,U101935,Nyagatare,0,,0,0,1,5.501258210544727
T503618,U100069,D200069,2025-05-14 01:39:35,cash_in,100,12925,13025,,Nyarugenge,0,,1,2,1,4.61512051684126
T506135,U101792,D201792,2025-05-13 20:36:22,transfer,100,17694,17594,U100919,Kicukiro,0,,20,1,0,4.61512051684126
T505281,U101729,D201729,2025-07-27 01:24:23,transfer,2992,86168,83176,U101262,Gasabo,0,,1,6,1,8.004031507852698
T507481,U101111,D201111,2025-06-18 05:35:51,transfer,148,16611,16463,U100192,Gicumbi,0,,5,2,0,5.003946305945459
T503408,U101392,D201392,2025-08-28 21:31:49,transfer,100,68261,68161,U101806,Gasabo,0,,21,3,0,4.61512051684126
T502416,U101326,D201326,2025-05-30 10:36:36,cash_in,100,12724,12824,,Kicukiro,0,,10,4,0,4.61512051684126
T503183,U100574,D200574,2025-07-25 16:47:27,transfer,183,26828,26645,U100428,Kayonza,0,,16,4,0,5.214935757608986
T504610,U100535,D200535,2025-08-30 01:40:37,transfer,100,23974,23874,U101656,Rubavu,0,,1,5,1,4.61512051684126
T501496,U101745,D201745,2025-06-16 10:08:28,transfer,100,4388,4288,E863948,Rubavu,0,,10,0,0,4.61512051684126
T508035,U101413,D201413,2025-05-03 10:05:35,cash_in,1272,65109,66381,,Kigali,0,,10,5,0,7.149131598557406
T507113,U100529,D200529,2025-07-06 17:42:43,cash_out,100,6206,6106,,Huye,0,,17,6,0,4.61512051684126
T506398,U101631,D201631,2025-09-02 20:41:12,cash_out,100,9698,9598,,Kicukiro,0,,20,1,0,4.61512051684126
T507011,U101374,D201374,2025-09-24 01:17:47,transfer,100,32843,32743,U100320,Nyarugenge,0,,1,2,1,4.61512051684126
T503544,U100478,D200478,2025-08-16 19:43:14,bill_payment,557,148609,148052,,Huye,0,,19,5,0,6.324358962381311
T502011,U101931,D201931,2025-09-01 22:19:27,cash_out,100,12781,12681,,Musanze,0,,22,0,0,4.61512051684126
T509147,U101682,D201682,2025-10-07 22:00:18,cash_out,100,5240,5140,,Huye,0,,22,1,0,4.61512051684126
T503660,U100533,D200533,2025-07-04 03:14:04,transfer,100,8280,8180,E909746,Gicumbi,0,,3,4,1,4.61512051684126
T503430,U100036,D200036,2025-08-17 03:58:14,cash_in,100,23125,23225,,Nyagatare,0,,3,6,1,4.61512051684126
T501363,U100230,D200230,2025-07-10 11:26:29,cash_in,100,10577,10677,,Kicukiro,0,,11,3,0,4.61512051684126
T507902,U100331,D200331,2025-09-26 06:29:10,transfer,100,6747,6647,U100574,Ruhango,0,,6,4,0,4.61512051684126
T500456,U100088,D200088,2025-09-09 05:11:52,bill_payment,100,20547,20447,,Gicumbi,0,,5,1,0,4.61512051684126
T500134,U101192,D201192,2025-08-06 06:57:12,cash_out,100,3063,2963,,Kicukiro,0,,6,2,0,4.61512051684126
T501116,U101340,D201340,2025-06-29 23:45:02,transfer,1138,14680,13542,U101360,Musanze,0,,23,6,0,7.037905963447182
T507231,U100315,D200315,2025-09-06 10:28:20,cash_out,100,16957,16857,,Huye,0,,10,5,0,4.61512051684126
T508663,U100965,D200965,2025-05-17 17:16:15,transfer,106,64585,64479,U100115,Huye,0,,17,5,0,4.672828834461906
T506636,U101767,D201767,2025-08-21 05:51:22,transfer,100,12935,12835,U101192,Ruhango,0,,5,3,0,4.61512051684126
T507916,U100290,D200290,2025-09-18 15:58:57,cash_out,111,7740,7629,,Huye,0,,15,3,0,4.718498871295094
T508418,U100024,D200024,2025-05-19 23:49:54,transfer,100,9544,9444,U101422,Ruhango,0,,23,0,0,4.61512051684126
T508862,U100603,D200603,2025-10-03 00:21:49,transfer,449,27320,26871,U100334,Nyarugenge,0,,0,4,1,6.1092475827643655
T505328,U101267,D201267,2025-07-15 00:37:35,cash_out,100,6156,6056,,Huye,0,,0,1,1,4.61512051684126
T508732,U100785,D200785,2025-04-24 15:53:51,cash_in,106,37579,37685,,Kicukiro,0,,15,3,0,4.672828834461906
T500717,U100388,D200388,2025-09-16 04:24:12,cash_out,923,36478,35555,,Kicukiro,0,,4,1,1,6.828712071641684
T506766,U101245,D201245,2025-09-19 18:54:17,cash_out,100,5830,5730,,Gicumbi,0,,18,4,0,4.61512051684126
T500121,U101135,D201135,2025-06-18 03:12:21,airtime_purchase,234,25448,25214,,Gicumbi,0,,3,2,1,5.459585514144159
T508409,U101724,D201724,2025-06-17 23:19:52,cash_out,117,12013,11896,,Kicukiro,0,,23,1,0,4.770684624465664
T503366,U100947,D200947,2025-08-10 20:58:23,cash_in,100,10951,11051,,Kigali,0,,20,6,0,4.61512051684126
T507249,U100677,D200677,2025-10-02 14:53:48,cash_out,410,54395,53985,,Nyarugenge,0,,14,3,0,6.018593214496234
T501410,U101316,D201316,2025-06-13 11:21:25,transfer,100,1989,1889,E882824,Nyamasheke,0,,11,4,0,4.61512051684126
T501477,U100861,D200861,2025-08-27 02:05:02,cash_in,200000,205000,5000,,Gasabo,1,large_amount_odd_hour,2,2,1,12.206077645517674
T505284,U100207,D200207,2025-10-15 12:20:49,cash_in,670,41320,41990,,Kayonza,0,,12,2,0,6.508769136971681
T508857,U100672,D200672,2025-09-22 14:37:44,cash_out,100,12181,12081,,Kayonza,0,,14,0,0,4.61512051684126
T501722,U100980,D200980,2025-07-23 00:24:01,cash_out,111,15353,15242,,Nyarugenge,0,,0,2,1,4.718498871295094
T508297,U100452,D200452,2025-09-27 19:58:58,cash_out,100,3359,3259,,Rubavu,0,,19,5,0,4.61512051684126
T503850,U100508,D200508,2025-09-17 13:00:29,cash_in,194,16925,17119,,Gasabo,0,,13,2,0,5.272999558563747
T500919,U101291,D201291,2025-06-04 22:33:28,cash_in,1135,84517,85652,,Gasabo,0,,22,2,0,7.035268599281096
T503558,U101542,D201542,2025-08-27 02:38:06,transfer,595,41781,41186,U100890,Kayonza,0,,2,2,1,6.390240667065349
T507245,U101301,D201301,2025-05-28 17:47:31,cash_in,176,19721,19897,,Kigali,0,,17,2,0,5.176149732573829
T505321,U101185,D201185,2025-05-16 00:05:12,airtime_purchase,100,27277,27177,,Gasabo,0,,0,4,1,4.61512051684126
T507533,U100523,D200523,2025-07-19 16:48:49,cash_out,239,4204,3965,,Huye,0,,16,5,0,5.480638923341991
T506543,U100094,D200094,2025-07-30 01:28:40,cash_out,200000,205000,5000,,Kayonza,1,large_amount_odd_hour,1,2,1,12.206077645517674
T503441,U101224,D201224,2025-07-16 03:54:50,transfer,216,15455,15239,E770394,Kayonza,0,,3,2,1,5.37989735354046
T501977,U101347,D201347,2025-07-25 03:08:39,airtime_purchase,613,31275,30662,,Ruhango,0,,3,4,1,6.419994928147142
T505943,U100419,D200419,2025-04-28 18:07:18,cash_in,100,20154,20254,,Gicumbi,0,,18,0,0,4.61512051684126
T503670,U100053,D200053,2025-08-16 05:00:49,transfer,100,40049,39949,U100255,Nyarugenge,0,,5,5,0,4.61512051684126
T505123,U101232,D201232,2025-10-02 00:34:46,transfer,100,9450,9350,U101106,Kigali,0,,0,3,1,4.61512051684126
T506912,U101316,D201316,2025-08-11 01:53:35,bill_payment,100,3654,3554,,Kicukiro,0,,1,0,1,4.61512051684126
T505370,U101957,D201957,2025-05-24 11:24:33,cash_out,100,153739,153639,,Nyarugenge,0,,11,5,0,4.61512051684126
T508346,U101276,D201276,2025-09-03 06:14:29,airtime_purchase,289,80115,79826,,Huye,0,,6,2,0,5.66988092298052
T507652,U100584,D200584,2025-07-01 20:02:28,cash_in,100,9985,10085,,Kigali,0,,20,1,0,4.61512051684126
T508741,U101545,D201545,2025-08-25 16:07:07,transfer,100,23342,23242,U101313,Huye,0,,16,0,0,4.61512051684126
T505945,U101473,D201473,2025-06-13 19:43:24,cash_in,100,14603,14703,,Musanze,0,,19,4,0,4.61512051684126
T500347,U101769,D201769,2025-05-04 13:20:18,cash_in,100,45521,45621,,Musanze,0,,13,6,0,4.61512051684126
T509695,U100233,D200233,2025-06-22 23:20:40,cash_out,100,8505,8405,,Gicumbi,0,,23,6,0,4.61512051684126
T506354,U100198,D200198,2025-04-28 02:38:32,cash_out,1312,10176,8864,,Musanze,0,,2,0,1,7.180069874302796
T506172,U100854,D200854,2025-07-20 00:16:02,airtime_purchase,414,69218,68804,,Nyagatare,0,,0,6,1,6.028278520230698
T502485,U101595,D201595,2025-05-12 09:15:22,transfer,100,8774,8674,U100485,Rubavu,0,,9,0,0,4.61512051684126
T508755,U100877,D200877,2025-06-08 16:12:52,airtime_purchase,127,21438,21311,,Kicukiro,0,,16,6,0,4.852030263919617
T504676,U101886,D201886,2025-05-11 09:32:23,cash_out,239,9260,9021,,Nyamasheke,0,,9,6,0,5.480638923341991
T502628,U101995,D201995,2025-09-02 19:24:59,cash_out,100,41370,41270,,Gasabo,0,,19,1,0,4.61512051684126
T507776,U101166,D201166,2025-08-29 04:52:27,cash_in,135,44787,44922,,Gasabo,0,,4,4,1,4.912654885736052
T502921,U100583,D200583,2025-08-24 16:01:17,transfer,1784,84388,82604,U100611,Gicumbi,0,,16,6,0,7.487173694213739
T500472,U100137,D200137,2025-05-08 17:08:17,transfer,103,5663,5560,U100197,Gasabo,0,,17,3,0,4.6443908991413725
T504741,U101988,D201988,2025-08-10 02:33:22,transfer,100,11549,11449,E946839,Kigali,0,,2,6,1,4.61512051684126
T503328,U101023,D201023,2025-09-25 08:44:39,cash_out,100,74891,74791,,Gicumbi,0,,8,3,0,4.61512051684126
T507582,U100687,D200687,2025-10-10 02:37:28,transfer,100,11678,11578,U100810,Kigali,0,,2,4,1,4.61512051684126
T500174,U100952,D200952,2025-07-15 18:52:19,transfer,100,6197,6097,U101046,Huye,0,,18,1,0,4.61512051684126
T502155,U101575,D201575,2025-09-06 06:22:54,cash_in,100,12815,12915,,Kigali,0,,6,5,0,4.61512051684126
T502528,U100227,D200227,2025-07-04 08:41:58,cash_out,100,0,0,,Rubavu,0,,8,4,0,4.61512051684126
T501842,U100868,D200868,2025-05-31 21:09:08,cash_out,100,14837,14737,,Nyamasheke,0,,21,5,0,4.61512051684126
T503695,U101950,D201950,2025-07-13 01:31:47,cash_out,100,3334,3234,,Ruhango,0,,1,6,1,4.61512051684126
T505439,U101905,D201905,2025-09-02 23:01:27,transfer,231,23905,23674,U100586,Nyamasheke,0,,23,1,0,5.44673737166631
T500885,U101873,D201873,2025-05-02 04:32:49,cash_in,165,42091,42256,,Ruhango,0,,4,4,1,5.111987788356543
T507340,U101728,D201728,2025-05-06 01:20:10,transfer,100,13963,13863,U100772,Nyagatare,0,,1,1,1,4.61512051684126
T502139,U101119,D201119,2025-05-17 06:34:29,cash_in,100,53120,53220,,Nyamasheke,0,,6,5,0,4.61512051684126
T506584,U100786,D200786,2025-08-22 15:35:45,cash_out,100,21388,21288,,Nyagatare,0,,15,4,0,4.61512051684126
T504576,U101626,D201626,2025-07-31 05:25:09,cash_out,100,12298,12198,,Rubavu,0,,5,3,0,4.61512051684126
